ip,port,country,datacenter,route_class,status,speed_mbps,speed_mbytes_s,bytes_downloaded,elapsed_seconds
45.32.31.218,443,JP,NRT,other,failed,,,0,16.909
45.66.217.92,443,JP,NRT,other,failed,,,839360,50.001
45.76.198.248,443,JP,NRT,other,failed,,,0,6.226
45.76.208.253,443,JP,NRT,other,failed,,,0,6.867
45.77.130.24,443,JP,NRT,other,failed,,,0,4.037
45.77.134.44,443,JP,NRT,other,failed,,,0,22.974
45.77.14.66,443,JP,NRT,other,failed,,,0,4.084
45.77.176.165,443,JP,NRT,other,failed,,,0,4.612
45.77.25.52,443,JP,NRT,other,failed,,,0,4.947
45.78.57.122,443,JP,KIX,other,failed,,,0,3.543
45.88.43.54,443,JP,NRT,other,failed,,,904832,50.001
45.95.212.215,443,JP,NRT,other,failed,,,319488,50.001
46.250.248.210,443,JP,NRT,other,failed,,,1688128,50.002
47.74.20.137,443,JP,NRT,other,failed,,,41004,50.003
47.74.38.99,443,JP,NRT,other,failed,,,134275,50.0
5.34.222.228,443,JP,NRT,other,failed,,,1626880,50.002
52.192.200.147,443,JP,NRT,other,failed,,,0,6.0
52.193.20.2,443,JP,NRT,other,failed,,,0,3.862
52.194.151.107,443,JP,NRT,other,failed,,,0,3.848
52.195.7.44,443,JP,NRT,other,failed,,,0,3.707
52.197.126.149,443,JP,NRT,other,failed,,,0,3.716
52.198.103.80,443,JP,NRT,other,failed,,,901120,50.001
52.68.248.195,443,JP,NRT,other,failed,,,0,3.819
52.68.29.16,443,JP,NRT,other,failed,,,0,4.104
52.69.183.23,443,JP,NRT,other,failed,,,0,3.796
54.178.13.195,443,JP,NRT,other,failed,,,217753,50.003
54.178.168.185,443,JP,NRT,other,failed,,,0,3.794
54.238.94.213,443,JP,NRT,other,failed,,,0,3.723
54.248.52.168,443,JP,NRT,other,failed,,,0,3.699
54.249.38.175,443,JP,NRT,other,failed,,,0,3.705
54.250.165.210,443,JP,NRT,other,failed,,,0,3.85
54.250.74.11,443,JP,NRT,other,failed,,,0,4.507
54.65.102.178,443,JP,NRT,other,failed,,,0,3.608
54.95.49.169,443,JP,NRT,other,failed,,,0,3.868
54.95.87.207,443,JP,NRT,other,failed,,,0,3.59
54.95.90.19,443,JP,NRT,other,failed,,,0,4.039
57.180.157.140,443,JP,NRT,other,failed,,,1901632,50.001
57.180.240.213,443,JP,NRT,other,failed,,,0,3.595
57.180.64.160,443,JP,NRT,other,failed,,,1314432,50.002
57.182.246.140,443,JP,NRT,other,failed,,,1867776,50.001
62.3.54.123,443,JP,NRT,other,failed,,,0,3.656
62.3.54.18,443,JP,NRT,other,failed,,,1325824,50.001
62.3.54.33,443,JP,NRT,other,failed,,,1417728,50.001
64.110.101.125,443,JP,KIX,other,failed,,,1717760,50.002
66.42.40.47,443,JP,NRT,other,failed,,,0,5.04
74.113.96.158,443,JP,NRT,other,failed,,,0,5.496
74.82.192.82,443,JP,NRT,other,failed,,,0,3.765
8.211.175.169,443,JP,NRT,other,failed,,,222942,50.002
8.216.56.16,443,JP,NRT,other,failed,,,103597,50.002
8.219.155.125,443,JP,NRT,other,failed,,,2049728,50.003
8.219.195.31,443,JP,NRT,other,failed,,,597246,50.003
80.96.156.58,443,JP,NRT,other,failed,,,220147,50.003
93.93.246.12,443,JP,NRT,other,failed,,,219881,50.003
96.126.130.19,443,JP,KIX,other,failed,,,0,3.517
96.126.130.251,443,JP,KIX,other,failed,,,0,3.59
101.33.68.172,443,KR,ICN,other,failed,,,17,1.647
119.28.158.81,443,KR,ICN,other,failed,,,0,0.952
120.48.40.166,443,KR,ICN,other,failed,,,1362239,50.001
129.154.211.146,443,KR,ICN,other,failed,,,2013625,50.001
13.125.111.123,443,KR,ICN,other,failed,,,904896,50.001
130.94.29.155,443,KR,ICN,other,failed,,,0,50.003
132.145.82.39,443,KR,ICN,other,failed,,,960320,50.001
132.226.23.185,443,KR,ICN,other,failed,,,531840,50.002
146.56.188.74,443,KR,ICN,other,failed,,,1624384,50.001
152.70.254.197,443,KR,ICN,other,failed,,,1673536,50.001
158.247.198.196,443,KR,ICN,other,failed,,,0,7.271
193.123.236.97,443,KR,ICN,other,failed,,,531706,50.0
3.34.205.157,443,KR,ICN,other,failed,,,1145600,50.001
3.38.176.64,443,KR,ICN,other,failed,,,1285348,50.001
3.38.99.72,443,KR,ICN,other,failed,,,635136,50.001
43.128.147.145,443,KR,ICN,other,failed,,,1803328,50.0
43.131.232.59,443,KR,ICN,other,failed,,,0,1.71
43.133.253.45,443,KR,ICN,other,failed,,,0,0.971
43.133.76.171,443,KR,ICN,other,failed,,,2016256,50.001
43.155.171.175,443,KR,ICN,other,failed,,,0,2.134
43.155.207.223,443,KR,ICN,other,failed,,,0,0.889
43.155.208.254,443,KR,ICN,other,failed,,,2055401,50.0
43.155.213.30,443,KR,ICN,other,failed,,,0,1.762
43.201.59.193,443,KR,ICN,other,failed,,,0,3.718
43.201.86.93,443,KR,ICN,other,failed,,,0,8.633
43.203.226.238,443,KR,ICN,other,failed,,,0,5.001
47.80.57.116,443,KR,ICN,other,failed,,,1959552,50.001
52.78.42.159,443,KR,ICN,other,failed,,,2006243,50.0
52.78.65.141,443,KR,ICN,other,failed,,,761059,50.002
64.110.70.64,443,KR,ICN,other,failed,,,466944,50.001
103.172.116.31,443,SG,SIN,other,failed,,,1145600,50.001
103.248.228.240,443,SG,SIN,other,failed,,,961536,50.001
103.25.202.102,443,SG,SIN,other,failed,,,679138,50.001
103.253.145.48,443,SG,SIN,other,failed,,,626368,50.001
104.248.145.46,443,SG,SIN,other,failed,,,142712,50.003
104.248.152.221,443,SG,SIN,other,failed,,,159086,50.001
104.248.158.76,443,SG,SIN,other,failed,,,670249,50.002
104.64.192.116,443,SG,SIN,other,failed,,,331456,50.002
104.64.223.200,443,SG,SIN,other,failed,,,150382,50.001
109.121.39.68,443,SG,SIN,other,failed,,,0,6.535
116.251.217.107,443,SG,SIN,other,failed,,,209838,50.001
122.248.221.42,443,SG,SIN,other,failed,,,0,2.786
128.199.119.5,443,SG,SIN,other,failed,,,0,3.806
128.199.82.20,443,SG,SIN,other,failed,,,500137,50.002
129.150.32.184,443,SG,SIN,other,failed,,,0,45.001
129.150.48.17,443,SG,SIN,other,failed,,,0,8.389
129.212.225.217,443,SG,SIN,other,failed,,,598441,50.0
129.212.229.240,443,SG,SIN,other,failed,,,679145,50.001
129.212.231.216,443,SG,SIN,other,failed,,,2750,50.002
129.212.232.171,443,SG,SIN,other,failed,,,269545,50.001
129.212.239.183,443,SG,SIN,other,failed,,,517952,50.0
134.185.82.47,443,SG,SIN,other,failed,,,0,4.366
134.209.101.154,443,SG,SIN,other,failed,,,24576,50.002
134.209.104.130,443,SG,SIN,other,failed,,,1999424,50.001
134.209.106.237,443,SG,SIN,other,failed,,,631209,50.001
134.209.108.21,443,SG,SIN,other,failed,,,138327,50.003
134.209.98.97,443,SG,SIN,other,failed,,,108895,50.0
138.2.110.111,443,SG,SIN,other,failed,,,0,6.231
138.2.76.34,443,SG,SIN,other,failed,,,0,1.077
138.2.84.152,443,SG,SIN,other,failed,,,887168,50.001
138.2.87.237,443,SG,SIN,other,failed,,,433367,9.494
139.162.37.6,443,SG,SIN,other,failed,,,193446,50.001
139.162.62.166,443,SG,SIN,other,failed,,,20584,50.002
139.180.216.198,443,SG,SIN,other,failed,,,193286,50.002
139.180.220.7,443,SG,SIN,other,failed,,,1042176,50.001
139.59.102.170,443,SG,SIN,other,failed,,,815360,50.001
139.59.114.19,443,SG,SIN,other,failed,,,1677376,50.001
139.59.121.28,443,SG,SIN,other,failed,,,269558,50.002
139.59.127.117,443,SG,SIN,other,failed,,,105522,50.003
139.59.225.43,443,SG,SIN,other,failed,,,1901120,50.001
139.59.250.212,443,SG,SIN,other,failed,,,326469,50.0
139.59.250.249,443,SG,SIN,other,failed,,,75922,50.002
139.59.97.194,443,SG,SIN,other,failed,,,159466,50.003
140.245.104.189,443,SG,SIN,other,failed,,,0,7.338
140.245.114.190,443,SG,SIN,other,failed,,,0,3.663
140.245.53.52,443,SG,SIN,other,failed,,,19224,50.0
140.245.58.23,443,SG,LAX,other,failed,,,367840,50.003
141.11.43.124,443,SG,SIN,other,failed,,,1055991,50.001
141.11.43.86,443,SG,SIN,other,failed,,,850624,50.001
141.98.199.168,443,SG,SIN,other,failed,,,483760,50.001
143.198.207.218,443,SG,SIN,other,failed,,,0,3.587
143.198.209.123,443,SG,SIN,other,failed,,,565673,50.001
143.198.211.180,443,SG,SIN,other,failed,,,712064,50.001
143.198.216.186,443,SG,SIN,other,failed,,,66590,50.002
143.198.219.131,443,SG,SIN,other,failed,,,122447,50.002
143.198.85.69,443,SG,SIN,other,failed,,,599872,50.001
143.198.88.27,443,SG,SIN,other,failed,,,75063,50.001
146.103.45.225,443,SG,SIN,other,failed,,,0,4.616
146.190.100.44,443,SG,SIN,other,failed,,,0,4.226
146.190.97.53,443,SG,SIN,other,failed,,,12321,50.003
149.118.48.187,443,SG,SIN,other,failed,,,745891,50.001
149.28.150.141,443,SG,SIN,other,failed,,,0,4.065
149.28.159.88,443,SG,SIN,other,failed,,,0,45.001
15.235.164.127,443,SG,SIN,other,failed,,,266905,50.003
152.42.161.156,443,SG,SIN,other,failed,,,621312,50.001
152.42.163.208,443,SG,SIN,other,failed,,,1704873,50.0
152.42.173.234,443,SG,SIN,other,failed,,,483753,50.0
152.42.174.66,443,SG,SIN,other,failed,,,1796480,50.001
152.42.174.94,443,SG,SIN,other,failed,,,670464,50.0
152.42.187.204,443,SG,SIN,other,failed,,,38844,50.002
152.42.194.191,443,SG,SIN,other,failed,,,188692,50.002
152.42.196.47,443,SG,SIN,other,failed,,,118173,50.002
152.42.198.190,443,SG,SIN,other,failed,,,36989,31.303
152.42.217.192,443,SG,SIN,other,failed,,,533696,50.001
152.42.221.117,443,SG,SIN,other,failed,,,180611,50.0
152.42.232.186,443,SG,SIN,other,failed,,,122447,50.003
152.42.232.41,443,SG,SIN,other,failed,,,11508,50.002
152.42.235.119,443,SG,SIN,other,failed,,,538112,50.001
152.42.246.148,443,SG,SIN,other,failed,,,696320,50.001
152.42.246.230,443,SG,SIN,other,failed,,,111530,50.002
152.42.247.235,443,SG,SIN,other,failed,,,115762,50.001
153.75.93.59,443,SG,SIN,other,failed,,,1189489,50.001
154.26.128.147,443,SG,SIN,other,failed,,,185529,7.119
156.154.245.83,443,SG,SIN,other,failed,,,688064,50.002
156.154.245.84,443,SG,SIN,other,failed,,,572262,50.002
157.230.193.169,443,SG,SIN,other,failed,,,1173312,50.002
157.230.243.63,443,SG,SIN,other,failed,,,255289,50.002
157.230.248.114,443,SG,SIN,other,failed,,,158050,50.003
157.230.248.19,443,SG,SIN,other,failed,,,531689,50.0
157.230.254.79,443,SG,SIN,other,failed,,,498921,50.001
157.230.255.59,443,SG,SIN,other,failed,,,548073,50.0
157.230.32.24,443,SG,SIN,other,failed,,,473856,50.001
157.230.38.88,443,SG,SIN,other,failed,,,1309312,50.002
157.230.44.100,443,SG,SIN,other,failed,,,598441,50.001
157.230.44.151,443,SG,SIN,other,failed,,,0,3.601
157.245.148.160,443,SG,SIN,other,failed,,,0,45.002
157.245.151.130,443,SG,SIN,other,failed,,,70822,50.001
157.245.155.10,443,SG,SIN,other,failed,,,255674,50.001
157.245.159.88,443,SG,SIN,other,failed,,,660352,50.0
157.245.193.96,443,SG,SIN,other,failed,,,433385,50.001
157.245.198.117,443,SG,SIN,other,failed,,,0,3.689
157.245.203.240,443,SG,SIN,other,failed,,,665408,50.0
157.245.56.32,443,SG,SIN,other,failed,,,0,45.001
159.223.33.4,443,SG,SIN,other,failed,,,217228,50.002
159.223.84.236,443,SG,SIN,other,failed,,,62361,50.003
159.223.85.214,443,SG,SIN,other,failed,,,921280,50.002
159.223.88.166,443,SG,SIN,other,failed,,,0,3.55
159.65.1.74,443,SG,SIN,other,failed,,,449786,50.0
159.65.143.223,443,SG,SIN,other,failed,,,531689,50.0
159.89.199.63,443,SG,SIN,other,failed,,,217753,50.002
160.187.141.61,443,SG,SIN,other,failed,,,386372,50.001
162.128.72.114,443,SG,SIN,other,failed,,,0,3.852
164.52.2.100,443,SG,SIN,other,failed,,,466167,50.001
164.52.2.98,443,SG,SIN,other,failed,,,0,7.797
165.22.253.232,443,SG,SIN,other,failed,,,12340,50.001
165.22.59.251,443,SG,SIN,other,failed,,,138483,50.003
165.22.99.110,443,SG,SIN,other,failed,,,896000,14.974
165.22.99.214,443,SG,SIN,other,failed,,,898560,50.001
165.232.168.206,443,SG,SIN,other,failed,,,342890,50.001
165.232.175.180,443,SG,SIN,other,failed,,,580841,50.0
165.245.144.76,443,SG,SIN,other,failed,,,1126592,50.001
165.245.181.78,443,SG,SIN,other,failed,,,433385,50.001
165.245.182.116,443,SG,SIN,other,failed,,,1628160,50.001
165.245.190.53,443,SG,SIN,other,failed,,,450560,50.001
167.172.65.175,443,SG,SIN,other,failed,,,649024,50.001
167.172.68.31,443,SG,SIN,other,failed,,,829033,50.001
167.172.90.175,443,SG,SIN,other,failed,,,594816,50.003
167.71.195.238,443,SG,SIN,other,failed,,,548087,50.001
167.71.199.136,443,SG,SIN,other,failed,,,38844,50.002
167.71.213.95,443,SG,SIN,other,failed,,,0,3.682
167.71.217.55,443,SG,SIN,other,failed,,,0,3.577
167.71.219.37,443,SG,SIN,other,failed,,,0,21.374
167.71.220.89,443,SG,SIN,other,failed,,,0,3.666
167.71.222.177,443,SG,SIN,other,failed,,,724672,50.001
167.99.77.156,443,SG,SIN,other,failed,,,16444,50.003
168.144.102.226,443,SG,SIN,other,failed,,,0,3.748
168.144.103.195,443,SG,SIN,other,failed,,,117338,50.003
168.144.107.237,443,SG,SIN,other,failed,,,434176,50.0
168.144.109.68,443,SG,SIN,other,failed,,,54780,50.001
168.144.110.101,443,SG,SIN,other,failed,,,0,3.503
168.144.110.83,443,SG,SIN,other,failed,,,0,40.601
168.144.132.93,443,SG,SIN,other,failed,,,335081,50.002
168.144.135.84,443,SG,SIN,other,failed,,,598592,50.0
168.144.32.180,443,SG,SIN,other,failed,,,631209,50.0
168.144.33.23,443,SG,SIN,other,failed,,,795064,50.002
168.144.44.150,443,SG,SIN,other,failed,,,12365,50.001
168.144.46.234,443,SG,SIN,other,failed,,,0,3.544
168.144.47.94,443,SG,SIN,other,failed,,,989248,50.0
168.144.96.147,443,SG,SIN,other,failed,,,523008,50.001
168.144.97.250,443,SG,SIN,other,failed,,,559401,50.002
168.144.97.78,443,SG,SIN,other,failed,,,0,3.542
172.104.180.121,443,SG,SIN,other,failed,,,689344,50.001
172.236.154.50,443,SG,SIN,other,failed,,,113105,50.002
172.237.81.42,443,SG,SIN,other,failed,,,130065,50.003
172.237.91.206,443,SG,SIN,other,failed,,,101294,50.002
174.138.17.183,443,SG,SIN,other,failed,,,515305,50.001
174.138.18.114,443,SG,SIN,other,failed,,,507904,50.002
174.138.20.108,443,SG,SIN,other,failed,,,517952,50.0
174.138.24.13,443,SG,SIN,other,failed,,,1491520,50.002
174.138.24.153,443,SG,SIN,other,failed,,,544448,50.001
174.138.27.228,443,SG,SIN,other,failed,,,628864,50.001
176.98.191.154,443,SG,SIN,other,failed,,,479994,50.001
178.128.104.166,443,SG,SIN,other,failed,,,47960,50.002
178.128.114.149,443,SG,SIN,other,failed,,,974057,50.0
178.128.19.168,443,SG,SIN,other,failed,,,433388,50.001
178.128.20.158,443,SG,SIN,other,failed,,,581632,50.003
178.128.211.191,443,SG,SIN,other,failed,,,681152,50.001
178.128.22.247,443,SG,SIN,other,failed,,,0,18.248
178.128.56.59,443,SG,SIN,other,failed,,,35602,50.002
178.128.58.101,443,SG,SIN,other,failed,,,1750400,50.001
178.128.60.89,443,SG,SIN,other,failed,,,0,50.003
178.128.86.3,443,SG,SIN,other,failed,,,0,3.669
178.128.95.74,443,SG,SIN,other,failed,,,943936,50.001
178.128.97.53,443,SG,SIN,other,failed,,,0,35.673
178.128.99.226,443,SG,SIN,other,failed,,,23288,50.001
188.166.187.67,443,SG,SIN,other,failed,,,0,3.59
188.166.190.246,443,SG,SIN,other,failed,,,746048,50.0
188.166.209.200,443,SG,SIN,other,failed,,,942656,50.001
188.166.214.16,443,SG,SIN,other,failed,,,367849,50.001
188.166.217.179,443,SG,SIN,other,failed,,,434176,50.001
188.166.218.220,443,SG,SIN,other,failed,,,125809,50.001
188.166.234.172,443,SG,SIN,other,failed,,,613609,50.001
188.166.247.45,443,SG,SIN,other,failed,,,451776,50.001
188.166.251.234,443,SG,SIN,other,failed,,,125796,50.002
192.124.176.70,443,SG,SIN,other,failed,,,2079154,50.002
194.127.192.138,443,SG,SIN,other,failed,,,1907753,50.001
194.231.149.13,443,SG,SIN,other,failed,,,79288,50.002
194.68.26.192,443,SG,SIN,other,failed,,,101332,50.001
195.85.19.194,443,SG,SIN,other,failed,,,1160704,50.001
20.6.12.145,443,SG,SIN,other,failed,,,2080576,50.001
206.189.147.193,443,SG,SIN,other,failed,,,1458048,50.002
206.189.147.60,443,SG,SIN,other,failed,,,524288,50.0
206.189.151.133,443,SG,SIN,other,failed,,,1395,50.003
206.189.152.133,443,SG,SIN,other,failed,,,262144,50.001
206.189.155.153,443,SG,SIN,other,failed,,,461248,50.001
206.189.156.217,443,SG,SIN,other,failed,,,0,4.04
206.189.38.72,443,SG,SIN,other,failed,,,468160,50.001
206.189.82.100,443,SG,SIN,other,failed,,,0,4.346
206.189.90.44,443,SG,SIN,other,failed,,,138483,50.002
206.189.95.91,443,SG,SIN,other,failed,,,0,3.696
209.97.163.209,443,SG,SIN,other,failed,,,970368,50.0
209.97.170.177,443,SG,SIN,other,failed,,,487529,50.001
209.97.171.87,443,SG,SIN,other,failed,,,0,45.002
210.16.65.149,443,SG,SIN,other,failed,,,870700,50.001
213.35.105.58,443,SG,SIN,other,failed,,,0,6.891
43.156.116.194,443,SG,SIN,other,failed,,,0,3.369
43.156.77.150,443,SG,SIN,other,failed,,,0,3.851
45.130.164.109,443,SG,SIN,other,failed,,,554496,50.0
45.139.226.157,443,SG,SIN,other,failed,,,50711,50.002
45.76.178.112,443,SG,SIN,other,failed,,,483743,50.001
45.92.158.89,443,SG,SIN,other,failed,,,761216,50.0
46.137.229.208,443,SG,SIN,other,failed,,,187612,37.478
46.250.231.61,443,SG,SIN,other,failed,,,777454,50.0
47.236.119.109,443,SG,SIN,other,failed,,,565248,50.003
47.237.85.7,443,SG,SIN,other,failed,,,548864,50.001
47.82.155.79,443,SG,SIN,other,failed,,,148254,50.001
47.84.109.137,443,SG,SIN,other,failed,,,466166,50.001
47.84.44.151,443,SG,SIN,other,failed,,,1429056,50.001
47.84.87.77,443,SG,SIN,other,failed,,,1668480,50.0
5.223.21.240,443,SG,SIN,other,failed,,,0,3.559
5.223.51.84,443,SG,SIN,other,failed,,,335086,50.0
5.223.87.246,443,SG,SIN,other,failed,,,675520,50.002
5.223.95.244,443,SG,SIN,other,failed,,,0,5.687
5.34.177.72,443,SG,SIN,other,failed,,,1662199,50.002
50.114.55.60,443,SG,SIN,other,failed,,,318685,50.002
50.7.21.174,443,SG,SIN,other,failed,,,614825,50.001
51.79.177.53,443,SG,SIN,other,failed,,,753664,50.002
51.79.180.237,443,SG,SIN,other,failed,,,100429,50.003
51.79.181.199,443,SG,SIN,other,failed,,,0,3.433
51.79.199.227,443,SG,SIN,other,failed,,,17,2.88
51.79.199.228,443,SG,SIN,other,failed,,,0,4.197
51.79.248.128,443,SG,SIN,other,failed,,,745901,50.002
52.77.72.146,443,SG,SIN,other,failed,,,0,4.223
54.169.84.57,443,SG,SIN,other,failed,,,0,3.742
54.179.234.211,443,SG,SIN,other,failed,,,994304,50.001
54.251.135.175,443,SG,SIN,other,failed,,,841631,50.0
54.251.136.52,443,SG,SIN,other,failed,,,318687,50.001
54.254.185.61,443,SG,SIN,other,failed,,,0,3.808
54.254.39.187,443,SG,SIN,other,failed,,,662748,50.002
54.255.12.71,443,SG,SIN,other,failed,,,0,4.718
54.255.176.147,443,SG,SIN,other,failed,,,1933120,50.001
64.118.136.130,443,SG,SIN,other,failed,,,0,6.795
64.56.71.64,443,SG,SIN,other,failed,,,179204,50.002
67.159.52.35,443,SG,SIN,other,failed,,,703336,50.002
67.159.52.86,443,SG,SIN,other,failed,,,916160,50.0
68.183.180.221,443,SG,SIN,other,failed,,,117341,50.003
68.183.186.117,443,SG,SIN,other,failed,,,1930560,50.001
68.183.230.164,443,SG,SIN,other,failed,,,34737,50.003
68.183.231.228,443,SG,SIN,other,failed,,,52534,50.002
69.161.221.225,443,SG,SIN,other,failed,,,239437,50.001
69.161.221.236,443,SG,SIN,other,failed,,,1597888,50.0
77.83.241.97,443,SG,SIN,other,failed,,,0,5.327
8.219.116.94,443,SG,SIN,other,failed,,,1410176,50.0
8.222.155.193,443,SG,SIN,other,failed,,,528064,50.002
84.247.149.192,443,SG,SIN,other,failed,,,762286,50.002
84.247.150.74,443,SG,SIN,other,failed,,,0,3.559
89.34.227.245,443,SG,SIN,other,failed,,,0,3.771
165.154.194.32,443,TW,TPE,other,failed,,,233152,50.001
223.165.4.57,443,TW,HKG,other,failed,,,647168,50.001
23.146.248.149,443,TW,TPE,other,failed,,,417035,50.001
61.216.113.194,443,TW,TPE,other,failed,,,1330880,50.0
83.147.13.37,443,TW,TPE,other,failed,,,396992,18.468
